source,target,done,0.759574071
Trade WPG/CHI 6/30/2013,Michael Frolik,,
Trade WPG/LAK 6/27/2023,Pierre-Luc Dubois,a,
Trade WPG/LAK 6/27/2023,Rasmus Kupari,a,
Trade WPG/LAK 6/27/2023,Alex Iafallo,a,
Trade WPG/LAK 6/27/2023,Gabriel Vilardi,a,
Trade WPG/LAK 6/27/2023,Alfons Freij,a,
Trade WPG/MIN 7/5/2013,Vitek Vanecek,a,
Trade WPG/MIN 7/5/2013,Devin Setoguchi,a,
Trade WPG/MTL 2/2/2024,Sean Monahan,a,
Trade WPG/MTL 2/2/2024,Liam Greentree,a,
Trade WPG/MTL 6/30/2018,Joel Armia,a,
Trade WPG/MTL 6/30/2018,Steve Mason,,
Trade WPG/MTL 6/30/2018,Simon Bourque,,
Trade WPG/MTL 6/30/2018,Jack Smith,a,
Trade WPG/MTL 6/30/2018,Kieran Ruscheinski,,
Trade WPG/NJD 3/8/2024,Tyler Toffoli,a,
Trade WPG/NJD 3/8/2024,Herman Traff,a,
Trade WPG/NJD 3/8/2024,Lasse Boelius,,
Trade WPG/NSH 2/25/2023,Nino Niederreiter,a,
Trade WPG/NSH 2/25/2023,Spencer Gill,a,
Trade WPG/NYR 2/25/2019,Brendan Lemieux,a,
Trade WPG/NYR 2/25/2019,Kevin Hayes,a,
Trade WPG/NYR 2/25/2019,Ville Heinola,a,
Trade WPG/NYR 6/17/2019,Jacob Trouba,x,
Trade WPG/NYR 6/17/2019,Ville Heinola,a,
Trade WPG/NYR 6/17/2019,Neal Pionk,a,
Trade WPG/PHI 6/25/2016,Logan Stanley,a,
Trade WPG/PHI 6/25/2016,German Rubtsov,,
Trade WPG/PHI 6/25/2016,Pascal Laberge,,
Trade WPG/PHI 6/25/2016,Luke Green,,
Trade WPG/SEA 3/7/2025,Brandon Tanev,a,
Trade WPG/SEA 3/7/2025,2027 2nd Round (WPG/SEA),a,
Trade WPG/SJS 6/25/2011,Colin Blackwell,a,
Trade WPG/SJS 6/25/2011,Sean Kuraly,a,
Trade WPG/SJS 6/25/2011,Zachary Yuen,a,
Trade WPG/SJS 7/2/2023,Artemi Kniazev,x,
Trade WPG/SJS 7/2/2023,Leon Gawanke,,
Trade WPG/STL 2/26/2018,Rasmus Sandin,a,
Trade WPG/STL 2/26/2018,Paul Stastny,a,
Trade WSH/ARI 3/4/2014,Rostislav Klesla,x,
Trade WSH/ARI 3/4/2014,John Mitchell,,
Trade WSH/ARI 3/4/2014,Martin Erat,,
Trade WSH/ARI 3/4/2014,Chris Brown,,
Trade WSH/ARI 3/4/2014,Callum Booth,,
Trade WSH/BUF 3/5/2014,Rostislav Klesla,x,
Trade WSH/BUF 3/5/2014,Jaroslav Halak,x,
Trade WSH/BUF 3/5/2014,Michal Neuvirth,x,
Trade WSH/BUF 3/5/2014,Robin Kovacs,x,
Trade WSH/BUF 6/29/2024,Beck Malenstyn,a,
Trade WSH/BUF 6/29/2024,Cole Hutson,a,
Trade WSH/CHI 2/19/2018,Linus Karlsson,a,
Trade WSH/CHI 2/19/2018,Michal Kempny,,
Trade WSH/CHI 6/24/2011,Phillip Danault,a,
Trade WSH/CHI 6/24/2011,Troy Brouwer,,
Trade WSH/COL 3/1/2023,Lars Eller,a,
Trade WSH/COL 3/1/2023,Theo Stockselius,,
Trade WSH/COL 7/1/2011,Filip Forsberg,a,
Trade WSH/COL 7/1/2011,Semyon Varlamov,a,
Trade WSH/COL 7/1/2011,Mike Winther,a,
Trade WSH/DET 2/22/2019,Nick Jensen,a,
Trade WSH/DET 2/22/2019,Madison Bowey,a,
Trade WSH/DET 2/22/2019,Arseny Gritsyuk,x,
Trade WSH/DET 2/22/2019,Cross Hanas,,
Trade WSH/FLA 6/26/2025,Justin Sourdif,a,
Trade WSH/FLA 6/26/2025,2026 2nd Round (WSH/FLA),a,
Trade WSH/FLA 6/26/2025,2027 6th Round (WSH/FLA),a,
Trade WSH/MIN 6/28/2025,Declan Chisholm,a,
Trade WSH/MIN 6/28/2025,Carter Klippenstein,a,
Trade WSH/MIN 6/28/2025,Aron Dahlqvist,a,
Trade WSH/MIN 6/28/2025,Chase Priskie,a,
Trade WSH/MTL 6/24/2016,Lars Eller,a,
Trade WSH/MTL 6/24/2016,Olivier Rodrigue,a,
Trade WSH/MTL 6/24/2016,Joni Ikonen,,
Trade WSH/NJD 2/28/2011,David Steckel,x,
Trade WSH/NJD 2/28/2011,Jason Arnott,a,
Trade WSH/NJD 2/28/2011,Raphael Bussieres,,
Trade WSH/NJD 7/2/2017,Linus Karlsson,a,
Trade WSH/NJD 7/2/2017,Marcus Johansson,a,
Trade WSH/NJD 7/2/2017,Martin Fehervary,a,
Trade WSH/NJD 7/8/2022,Vitek Vanecek,a,
Trade WSH/NJD 7/8/2022,Seamus Casey,a,
Trade WSH/NJD 7/8/2022,Ryan Chesley,a,
Trade WSH/NJD 7/8/2022,Alexander Suzdalev,a,
Trade WSH/NSH 4/3/2013,Filip Forsberg,a,
Trade WSH/NSH 4/3/2013,Martin Erat,,
Trade WSH/NSH 4/3/2013,Michael Latta,,
Trade WSH/NYR 1/23/2004,Jaromir Jagr,x,
Trade WSH/NYR 1/23/2004,Anson Carter,a,
Trade WSH/NYR 6/27/2015,Jonas Siegenthaler,x,
Trade WSH/NYR 6/27/2015,Robin Kovacs,x,
Trade WSH/NYR 6/27/2015,Brad Morrison,x,
Trade WSH/NYR 6/28/2014,Igor Shesterkin,a,
Trade WSH/NYR 6/28/2014,Nathan Walker,,
Trade WSH/NYR 6/28/2014,Ryan Mantha,,
Trade WSH/NYR 7/24/2021,Ryder Korczak,x,
Trade WSH/NYR 7/24/2021,Brent Johnson b.2003,x,
Trade WSH/NYR 7/24/2021,Dru Krebs,x,
Trade WSH/OTT 7/1/2024,Nick Jensen,a,
Trade WSH/OTT 7/1/2024,Jakob Chychrun,a,
Trade WSH/OTT 7/1/2024,2026 3rd Round (WSH/OTT),a,
Trade WSH/SEA 3/21/2022,Cole Spicer,x,
Trade WSH/SEA 3/21/2022,Daniel Sprong,,
Trade WSH/SEA 3/21/2022,Marcus Johansson,a,
Trade WSH/SEA 3/21/2022,Visa Vedenpaa,a,
Trade WSH/SJS 2/18/2020,Tristen Robins,x,
Trade WSH/SJS 2/18/2020,Dmitri Kostenko,a,
Trade WSH/SJS 2/18/2020,Brenden Dillon,a,
Trade WSH/STL 2/27/2017,Zachary Sanford,,
Trade WSH/STL 2/27/2017,Morgan Frost,a,
Trade WSH/STL 2/27/2017,Pheonix Copley,a,
Trade WSH/STL 2/27/2017,Kevin Shattenkirk,,
Trade WSH/STL 2/27/2017,Brad Malone,,
Trade WSH/STL 7/2/2015,Pheonix Copley,a,
Trade WSH/STL 7/2/2015,Troy Brouwer,,
Trade WSH/STL 7/2/2015,TJ Oshie,,
Trade WSH/STL 7/2/2015,Garrett Pilon,a,
Trade WSH/TOR 2/28/2023,Erik Gustafsson b.1992,a,
Trade WSH/TOR 2/28/2023,Rasmus Sandin,a,
Trade WSH/TOR 2/28/2023,Easton Cowan,a,
Trade WSH/TOR 3/7/2024,Joel Edmundson,a,
Trade WSH/TOR 3/7/2024,Pavel Moysevich,a,
Trade WSH/TOR 3/7/2024,Ryan Miller b.2007,a,
Trade WSH/VGK 12/2/2019,Chandler Stephenson,a,
Trade WSH/VGK 12/2/2019,Ty Murchison,a,
Trade WSH/VGK 3/5/2024,Anthony Mantha,a,
Trade WSH/VGK 3/5/2024,Leon Muggli,a,
Trade WSH/VGK 3/5/2024,2026 4th Round (WSH/VGK),a,
Trade WSH/VGK 6/29/2024,Logan Thompson,a,
Trade WSH/VGK 6/29/2024,Pavel Moysevich,a,
Trade WSH/VGK 6/29/2024,Brady Peddle,a,
Trade WSH/WPG 7/26/2021,Brenden Dillon,a,
Trade WSH/WPG 7/26/2021,Seamus Casey,a,
Trade WSH/WPG 7/26/2021,Carson Rehkopf,a,
Trade BUF/NJD 7/28/2021,Vsevolod Komarov,a,
Trade BUF/NJD 7/28/2021,Will Butcher,,
Trade OTT/NJD 10/3/2025,Kurtis MacDermid,a,
Trade OTT/NJD 10/3/2025,Zack MacEwen,a,
Trade LAK/PHI 3/3/2023,Zack MacEwen,a,
Trade LAK/PHI 3/3/2023,Luke Misa,a,
Trade LAK/PHI 3/3/2023,Brendan Lemieux,a,
Trade VGK/TOR 7/23/2019,Garret Sparks,,
Trade VGK/TOR 7/23/2019,David Clarkson,,
Trade VGK/TOR 7/23/2019,William Villeneuve,a,
Trade BUF/MTL 3/2/2015,Vasili Glotov,a,
Trade BUF/MTL 3/2/2015,Torrey Mitchell,a,
Trade BUF/MTL 3/2/2015,Jack Nevins,a,
Trade FLA/BUF 3/20/2022,Gustav Karlsson,a,
Trade FLA/BUF 3/20/2022,Robert Hagg,a,
Trade COL/BUF 6/29/2024,Brodie Ziemer,a,
Trade COL/BUF 6/29/2024,William Zellers,a,
Trade COL/BUF 6/29/2024,Max Curran,a,
Trade COL/UTH 6/28/2024,Brodie Ziemer,a,
Trade COL/UTH 6/28/2024,Ilya Nabokov,a,
Trade COL/UTH 6/28/2024,Cole Beaudoin,a,
Trade COL/UTH 6/28/2024,Malcolm Spence,a,
Trade BUF/WPG 6/29/2024,Simon-Pier Brunet,a,
Trade BUF/WPG 6/29/2024,Kevin He,a,
Trade BUF/WPG 6/29/2024,Ryerson Leenders,a,
Trade FLA/BUF 3/8/2024,Kyle Okposo,a,
Trade FLA/BUF 3/8/2024,Max Curran,a,
Trade FLA/BUF 3/8/2024,Calle Sjalin,a,
Trade WSH/SJS 6/29/2023,Antoine Keller,a,
Trade WSH/SJS 6/29/2023,Ryan Rucinsky,s,
Trade NJD/NYI 2/16/2020,Andy Greene,,
Trade NJD/NYI 2/16/2020,Sean Behrens,a,
Trade NJD/NYI 2/16/2020,David Quenneville,a,
Trade STL/DET 10/7/2020,Chase Bradley,a,
Trade STL/DET 10/7/2020,Ivan Vorobyov,a,
Trade ARI/LAK 7/24/2021,Bokondji Imama,a,
Trade ARI/LAK 7/24/2021,Tyler Steenbergen,,
Trade ARI/LAK 7/24/2021,Cole Hults,a,
Trade ARI/LAK 7/24/2021,Brayden Burke,,
Trade LAK/TBL 5/31/2017,Bokondji Imama,a,
Trade LAK/TBL 5/31/2017,Radim Salda,a,
Trade MTL/PHI 6/23/2018,Rafael Harvey-Pinard,a,
Trade MTL/PHI 6/23/2018,Brett Stapley,,
Trade PHI/MTL 6/22/2019,Rafael Harvey-Pinard,a,
Trade PHI/MTL 6/22/2019,Gunnarwolfe Fontaine,,
Trade BUF/OTT 6/26/2015,Colin White b.1997,a,
Trade BUF/OTT 6/26/2015,Robin Lehner,a,
Trade BUF/OTT 6/26/2015,David Legwand,a,
Trade NYI/BUF 10/27/2013,Colin White b.1997,a,
Trade NYI/BUF 10/27/2013,Thomas Vanek,a,
Trade NYI/BUF 10/27/2013,Brendan Guhle,a,
Trade NYI/BUF 10/27/2013,Matt Moulson,a,
Trade DET/NYR 9/26/2020,Artyom Grushnikov,a,
Trade DET/NYR 9/26/2020,Marc Staal,,
Trade CGY/SJS 3/8/2024,Nikita Okhotiuk,a,
Trade CGY/SJS 3/8/2024,Colton Roberts,a,
Trade FLA/CGY 2/27/2016,Demetrios Koumontzis,a,
Trade FLA/CGY 2/27/2016,Jiri Hudler,,
Trade FLA/CGY 2/27/2016,Tyler Parsons,,
Trade PHI/CGY 6/29/2024,Luke Misa,a,
Trade PHI/CGY 6/29/2024,Eric Jamieson,a,
Trade PHI/CGY 6/29/2024,Heikki Ruohonen,a,
Trade BUF/CGY 1/1/2020,Daniil Chechelev,a,
Trade BUF/CGY 1/1/2020,Michael Frolik,,
Trade MTL/BUF 1/2/2020,Daniil Chechelev,a,
Trade MTL/BUF 1/2/2020,Marco Scandella,a,
Trade SJS/MTL 6/22/2019,Daniil Chechelev,a,
Trade SJS/MTL 6/22/2019,Yegor Spiridonov,a,
Trade VAN/SJS 12/15/2023,Jack Studnicka,a,
Trade VAN/SJS 12/15/2023,Nick Cicek,a,
Trade VAN/SJS 12/15/2023,Anthony Romani,a,
Trade DET/STL 3/3/2023,Jakub Vrana,a,
Trade DET/STL 3/3/2023,Yan Matveiko,a,
Trade DET/STL 3/3/2023,Dylan McLaughlin,a,
Trade CGY/DET 6/28/2025,Yan Matveiko,a,
Trade CGY/DET 6/28/2025,2026 7th Round (CGY/DET),a,
Trade CAR/NSH 7/24/2021,Justin Robidas,a,
Trade CAR/NSH 7/24/2021,Patrik Hamrla,a,
Trade CAR/NSH 7/24/2021,Anton Olsson,a,
Trade VAN/CAR 10/28/2022,Charles-Alexis Legault,a,
Trade VAN/CAR 10/28/2022,Ethan Bear,a,
Trade VAN/CAR 10/28/2022,Lane Pederson,a,
Trade OTT/CAR 7/24/2021,Bryce Montgomery,a,
Trade OTT/CAR 7/24/2021,Robert Orr,a,
Trade OTT/CAR 7/24/2021,Carson Latimer,a,
Trade CHI/CAR 7/8/2022,Timur Mukhanov,a,
Trade CHI/CAR 7/8/2022,Nils Juntorp,a,
Trade CBJ/CAR 6/29/2024,Evan Gardner,a,
Trade CBJ/CAR 6/29/2024,Oskar Vuollet,a,
Trade CBJ/CAR 6/29/2024,Noel Fransen,a,
Trade CBJ/CAR 2/13/2021,Gregory Hofmann,a,
Trade CBJ/CAR 2/13/2021,Alexander Pelevin,a,
Trade CAR/LAK 6/28/2025,Kurban Limatov,a,
Trade CAR/LAK 6/28/2025,Jimmy Lombardi,a,
Trade CAR/TBL 3/30/2025,Lucas Mercuri,a,
Trade CAR/TBL 3/30/2025,Viggo Nordlund,a,
Trade LAK/CAR 10/7/2020,Lucas Mercuri,a,
Trade LAK/CAR 10/7/2020,Yegor Naumov,a,
Trade LAK/CAR 10/7/2020,Ben Meehan,a,
Trade CHI/CAR 7/24/2021,Alexander Perevalov,a,
Trade CHI/CAR 7/24/2021,Taige Harding,a,
Trade CHI/MIN 3/21/2022,Marc-Andre Fleury,a,
Trade CHI/MIN 3/21/2022,Ryan Greene,a,
Trade CHI/CGY 3/21/2022,Ryan Carpenter,,
Trade CHI/CGY 3/21/2022,Joel Svensson,a,
Trade CHI/CAR 6/29/2024,Nathan Behm,a,
Trade CHI/CAR 6/29/2024,Jack Pridham,a,
Trade SJS/PHI 10/5/2025,Ryan Ellis,a,
Trade SJS/PHI 10/5/2025,Artem Guryev,a,
Trade SJS/PHI 10/5/2025,Carl Grundstrom,a,
Trade ARI/NJD 10/7/2020,Zakhar Bardakov,a,
Trade ARI/NJD 10/7/2020,Elliot Ekefjard,,
Trade COL/SJS 1/25/2023,Matt Nieto,a,
Trade COL/SJS 1/25/2023,Jacob MacDonald,a,
Trade COL/SJS 1/25/2023,Ryan Merkley,,
Trade COL/SJS 1/25/2023,Martin Kaut,a,
Trade COL/SEA 12/15/2023,Tomas Tatar,a,
Trade COL/SEA 12/15/2023,Ivan Yunin,a,
Trade NJD/NSH 6/29/2023,Christian Humphreys,a,
Trade NJD/NSH 6/29/2023,Aiden Fink,a,
Trade CBJ/DET 6/28/2025,Malte Vass,a,
Trade CBJ/DET 6/28/2025,Brent Solomon,a,
Trade CBJ/DET 6/28/2025,2026 4th Round (CBJ/DET),a,
Trade SJS/COL 4/10/2021,Greg Pateryn,a,
Trade SJS/COL 4/10/2021,Devan Dubnyk,,
Trade SJS/COL 4/10/2021,Max McCue,a,
Trade CBJ/NJD 10/8/2020,Ryan Murray,,
Trade CBJ/NJD 10/8/2020,Nikolai Makarov,a,
Trade PIT/DAL 7/10/2025,Vladislav Kolyachonok,a,
Trade PIT/DAL 7/10/2025,Mathew Dumba,,
Trade PIT/DAL 7/10/2025,2028 2nd Round (PIT/DAL),a,
Trade LAK/DAL 2/27/2007,Viktor Tikhonov,A,
Trade LAK/DAL 2/27/2007,Maxim Mayorov,a,
Trade LAK/DAL 2/27/2007,Johan Fransson,,
Trade LAK/DAL 2/27/2007,Jaroslav Modry,,
Trade LAK/DAL 2/27/2007,Oscar Moller,a,
Trade LAK/DAL 2/27/2007,Bryan Cameron,a,
Trade LAK/DAL 2/27/2007,Mattias Norstrom,,
Trade LAK/DAL 2/27/2007,Konstantin Pushkarev,a,
Trade LAK/DAL 2/27/2007,Sergei Korostin,a,
Trade NSH/DET 6/25/2024,Leo Sahlin Wallenius,a,
Trade NSH/DET 6/25/2024,Jesse Kiiskinen,a,
Trade NSH/DET 6/25/2024,Andrew Gibson,a,
Trade COL/DET 4/9/2021,Patrik Nemeth,a,
Trade COL/DET 4/9/2021,Maximilian Kilpinen,a,
Trade BUF/DET 6/22/2019,Filip Cederqvist,a,
Trade BUF/DET 6/22/2019,Carter Gylander,a,
Trade BUF/DET 6/22/2019,Gustav Berglund,,
Trade CHI/DET 10/28/2019,Alec Regula,a,
Trade CHI/DET 10/28/2019,Brendan Perlini,a,
Trade EDM/NYR 5/31/2023,Jayden Grubbe,a,
Trade EDM/NYR 5/31/2023,Rasmus Larsson,a,
Trade CBJ/NJD 2/25/2019,Petr Hauser,a,
Trade CBJ/NJD 2/25/2019,Keith Kinkaid,a,
Trade EDM/ARI 7/7/2022,Maveric Lamoureux,a,
Trade EDM/ARI 7/7/2022,Zack Kassian,,
Trade EDM/ARI 7/7/2022,Reid Schaefer,a,
Trade EDM/ARI 7/7/2022,Veeti Vaisanen,a,
Trade EDM/ARI 7/7/2022,Ben Kevan,a,
Trade PIT/SJS 2/24/2020,Patrick Marleau,a,
Trade PIT/SJS 2/24/2020,Luca Munzenberger,a,
Trade EDM/NSH 6/28/2025,Asher Barnett,a,
Trade EDM/NSH 6/28/2025,2026 5th Round (EDM/NSH),a,
Trade CBJ/TOR 4/9/2021,Riley Nash,,
Trade CBJ/TOR 4/9/2021,Josh Davies,a,
Trade EDM/BOS 4/25/2015,Jack Studnicka,a,
Trade EDM/BOS 4/25/2015,Peter Chiarelli (GM),a,
Trade TOR/FLA 6/29/2024,Linus Eriksson,a,
Trade TOR/FLA 6/29/2024,Nathan Mayes,a,
Trade TOR/FLA 6/29/2024,Tinus Luc Koblar,a,
Trade SEA/FLA 6/29/2024,Clarke Caswell,a,
Trade SEA/FLA 6/29/2024,Stepan Gorbunov,a,
Trade SEA/FLA 6/29/2024,Denis Gabdrakhmanov,a,
Trade FLA/ARI 7/26/2021,Vladislav Kolyachonok,,
Trade FLA/ARI 7/26/2021,Anton Stralman,a,
Trade FLA/ARI 7/26/2021,Will Skahan,a,
Trade FLA/ARI 7/26/2021,Stepan Zvyagin,a,
Trade FLA/CHI 6/28/2025,Brendan Dunphy,a,
Trade FLA/CHI 6/28/2025,2026 7th Round (FLA/CHI),a,
Trade MTL/LAK 6/28/2024,Carter George,a,
Trade MTL/LAK 6/28/2024,James Reeder,a,
Trade MTL/LAK 6/28/2024,Liam Greentree,s,
Trade MTL/LAK 6/28/2024,Michael Hage,a,
Trade LAK/OTT 7/24/2021,Ben Roger,a,
Trade LAK/OTT 7/24/2021,Francesco Pinelli,a,
Trade LAK/OTT 7/24/2021,Robert Orr,a,
Trade CGY/LAK 6/24/2021,Kirill Kirsanov,a,
Trade CGY/LAK 6/24/2021,Cameron Whynot,a,
Trade CGY/LAK 6/24/2021,Jack Beck,a,
Trade WSH/MTL 2/21/2018,Matvei Guskov,a,
Trade WSH/MTL 2/21/2018,Jakub Jerabek,a,
Trade MTL/FLA 6/22/2019,Jakub Dobes,a,
Trade MTL/FLA 6/22/2019,Henrik Rybinski,a,
Trade MTL/STL 2/18/2020,Marco Scandella,a,
Trade MTL/STL 2/18/2020,Jack Finley,a,
Trade MTL/STL 2/18/2020,William Trudeau,a,
Trade MTL/SJS/PIT 3/3/2023,Nick Bonino,a,
Trade MTL/SJS/PIT 3/3/2023,Tony Sund,,
Trade MTL/SJS/PIT 3/3/2023,Tyler Thorpe,a,
Trade MTL/SJS/PIT 3/3/2023,Nate Misskey,a,
Trade MTL/SJS/PIT 3/3/2023,Antoine Keller,a,
Trade MTL/SJS/PIT 3/3/2023,Arvid Henrikson,,
Trade PIT/NYR 6/29/2023,Rasmus Bergqvist,s,
Trade PIT/NYR 6/29/2023,Drew Fortescue,a,
Trade PIT/NYR 6/29/2023,Emil Pieniniemi,a,
Trade MTL/SJS 10/7/2020,Dmitri Kostenko,a,
Trade MTL/SJS 10/7/2020,Brandon Coe,a,
Trade PHI/MTL 2/24/2020,Nate Thompson,a,
Trade PHI/MTL 2/24/2020,Daniil Sobolev,a,
Trade DAL/NSH 6/29/2023,Hiroki Gojsic,a,
Trade DAL/NSH 6/29/2023,Ludvig Lafton,a,
Trade DAL/NSH 6/29/2023,Brad Gardiner,,
Trade TBL/SJS 4/12/2021,Magnus Chrona,a,
Trade TBL/SJS 4/12/2021,Fredrik Claesson,,
Trade TBL/DET 8/14/2019,Adam Erne,a,
Trade TBL/DET 8/14/2019,Zayde Wisdom,,
Trade PHI/NSH 6/29/2024,Spencer Gill,a,
Trade PHI/NSH 6/29/2024,Viggo Gustafsson,a,
Trade PHI/NSH 6/29/2024,Gabriel D'Aigle,a,
Trade NSH/VGK 6/28/2025,Jakob Ihs-Wozniak,a,
Trade NSH/VGK 6/28/2025,Jack Ivankovic,a,
Trade NSH/VGK 6/28/2025,Alex Huang,a,
Trade OTT/PIT 10/7/2020,Matt Murray,a,
Trade OTT/PIT 10/7/2020,Joel Blomqvist,a,
Trade OTT/PIT 10/7/2020,Jonathan Gruden,a,
Trade NJD/BUF 2/24/2020,Wayne Simmonds,,
Trade NJD/BUF 2/24/2020,Topias Vilen,a,
Trade SJS/MIN 11/8/2023,Adam Raska,,
Trade SJS/MIN 11/8/2023,Calen Addison,a,
Trade SJS/MIN 11/8/2023,2026 5th Round (SJS/MIN),a,
Trade NJD/CAR 2/24/2020,Nico Daws,a,
Trade NJD/CAR 2/24/2020,Sami Vatanen,a,
Trade NJD/CAR 2/24/2020,Fredrik Claesson,,
Trade NJD/CAR 2/24/2020,Janne Kuokkanen,,
Trade NJD/SJS 6/29/2024,Kasper Pikkarainen,a,
Trade NJD/SJS 6/29/2024,Carson Wetsch,a,
Trade NJD/SJS 6/29/2024,David Rozsival,a,
Trade WSH/NJD 6/29/2024,Carson Wetsch,a,
Trade WSH/NJD 6/29/2024,Veeti Louhivaara,a,
Trade WSH/NJD 6/29/2024,Ilya Protas,a,
Trade VGK/WPG 10/9/2020,Paul Stastny,a,
Trade VGK/WPG 10/9/2020,Noah Laba,a,
Trade VGK/WPG 10/9/2020,Carl Dahlstrom,,
Trade NSH/NYR 2/6/2019,Cody McLeod,,
Trade NSH/NYR 2/6/2019,Hugo Ollas,a,
Trade PIT/NYR 3/8/2024,Chad Ruhwedel,a,
Trade PIT/NYR 3/8/2024,2027 4th Round (PIT/NYR),a,
Trade COL/VAN 10/6/2024,Erik Brannstrom,a,
Trade COL/VAN 10/6/2024,Tucker Poolman,,
Trade COL/VAN 10/6/2024,Mikkel Eriksen,a,
Trade NYR/LAK 3/27/2021,Brendan Lemieux,a,
Trade NYR/LAK 3/27/2021,Brody Lamb,x,
Trade OTT/UTH 7/3/2024,Jan Jenik,a,
Trade OTT/UTH 7/3/2024,Egor Sokolov,,
Trade STL/EDM 10/7/2016,Cameron Crotty,a,
Trade STL/EDM 10/7/2016,Zachary Pochiro,a,
Trade STL/EDM 10/7/2016,Nail Yakupov,,
Trade OTT/WPG 3/21/2022,Zachary Sanford,,
Trade OTT/WPG 3/21/2022,Cameron O'Neill,a,
Trade NYI/OTT 4/11/2021,Braydon Coburn,,
Trade NYI/OTT 4/11/2021,Tyson Dyck,a,
Trade TBL/OTT 12/27/2020,Cedric Paquette,a,
Trade TBL/OTT 12/27/2020,Braydon Coburn,,
Trade TBL/OTT 12/27/2020,Anders Nilsson,a,
Trade TBL/OTT 12/27/2020,Marian Gaborik,a,
Trade TBL/OTT 12/27/2020,Filip Nordberg,a,
Trade WSH/OTT 3/8/2024,Evgeny Kuznetsov,,
Trade WSH/OTT 3/8/2024,Blake Vanek,a,
Trade WSH/OTT 3/8/2024,2027 7th Round (WSH/OTT),a,
Trade NYR/CBJ 3/8/2024,Jack Roslovic,a,
Trade NYR/CBJ 3/8/2024,2026 4th Round (NYR/CBNJ),a,
Trade TOR/VGK 7/8/2022,Nikita Grebenkin,a,
Trade TOR/VGK 7/8/2022,Jordan Gustafson,a,
Trade TOR/VGK 7/8/2022,Nicholas Moldenhauer,a,
Trade ARI/SJS 7/28/2021,Lane Pederson,a,
Trade ARI/SJS 7/28/2021,Gregor Biber,a,
Trade WSH/PHI 4/12/2021,Ty Murchison,a,
Trade WSH/PHI 4/12/2021,Michael Raffl,,
Trade PHI/EDM 3/21/2022,Derick Brassard,a,
Trade PHI/EDM 3/21/2022,Alex Ciernik,a,
Trade PHI/NYR 3/21/2022,Justin Braun,,
Trade PHI/NYR 3/21/2022,Egor Zavragin,a,
Trade SEA/PHI 6/28/2025,Blake Fiddler,a,
Trade SEA/PHI 6/28/2025,Carter Amico,a,
Trade SEA/PHI 6/28/2025,Matthew Gard,a,
Trade SEA/PHI 6/28/2025,Will Reynolds,a,
Trade CAR/PHI 8/9/2023,Massimo Rizzo,a,
Trade CAR/PHI 8/9/2023,Luke Vlooswyk,a,
Trade WPG/PIT 8/22/2024,Rutger McGroarty,a,
Trade WPG/PIT 8/22/2024,Brayden Yager,a,
Trade PIT/WSH 10/7/2020,Daniel Laatsch,a,
Trade PIT/WSH 10/7/2020,Oskar Magnusson,,
Trade PIT/VGK 6/28/2025,Mateo Nobert,a,
Trade PIT/VGK 6/28/2025,Brady Peddle,a,
Trade PIT/VGK 6/28/2025,Jordan Charron,a,
Trade OTT/TOR 7/11/2022,Matt Murray,a,
Trade OTT/TOR 7/11/2022,Matt Lahey,a,
Trade OTT/TOR 7/11/2022,Juraj Pekarcik,a,
Trade OTT/COL 2/6/2019,Max McCormick,a,
Trade OTT/COL 2/6/2019,Jean-Christophe Beaudin,,
Trade ANA/OTT 2/17/2011,Max McCormick,a,
Trade ANA/OTT 2/17/2011,Jarkko Ruutu,,
Trade PHX/ANA 3/3/2010,Max McCormick,a,
Trade PHX/ANA 3/3/2010,Petteri Nokelainen,,
Trade MTL/WSH 2/23/2020,Ilya Kovalchuk,a,
Trade MTL/WSH 2/23/2020,Dylan Peterson,a,
Trade STL/SJS 7/24/2021,Simon Robertsson,a,
Trade STL/SJS 7/24/2021,Theo Jacobsson,a,
Trade STL/SJS 7/24/2021,Benjainn Gaudreau,a,
Trade MIN/STL 10/7/2020,Noah Beck,a,
Trade MIN/STL 10/7/2020,Will Cranley,a,
Trade MIN/STL 10/7/2020,Pavel Novak,,
Trade STL/NYI 12/8/2023,Robert Bortuzzo,a,
Trade STL/NYI 12/8/2023,Matvei Korotky,a,
Trade MTL/TBL 7/24/2021,Dylan Duke,a,
Trade MTL/TBL 7/24/2021,Cameron Whitehead,a,
Trade TBL/MIN 7/2/2023,Patrick Maroon,,
Trade TBL/MIN 7/2/2023,Harrison Meneghin,a,
Trade TBL/MIN 7/2/2023,Maxim Cajkovic,,
Trade TBL/NJD 11/1/2019,Louis Domingue,,
Trade TBL/NJD 11/1/2019,Daniil Pylenkov,a,
Trade CAR/MTL 6/30/2025,Cayden Primeau,a,
Trade CAR/MTL 6/30/2025,2026 7th Round (CAR/MTL),a,
Trade PHI/MTL 6/24/2017,Cayden Primeau,a,
Trade PHI/MTL 6/24/2017,Brett Stapley,,
Trade MIN/CAR 6/22/2019,Patrik Puistola,,
Trade MIN/CAR 6/22/2019,Cade Webber,a,
Trade MIN/CAR 6/22/2019,Hunter Jones,,
Trade TOR/CAR 3/7/2024,Cade Webber,a,
Trade TOR/CAR 3/7/2024,2026 7th Round (TOR/CAR),a,
Trade NSH/TOR 7/8/2022,Dennis Hildeby,a,
Trade NSH/TOR 7/8/2022,Juha Jatkola,a,
